,FMID,zip,mon_start,mon_end,tue_start,tue_end,wed_start,wed_end,thu_start,thu_end,fri_start,fri_end,sat_start,sat_end,sun_start,sun_end
4189,1000112,82520,,,,,,,,,,,09:00:00-07:00,11:00:00-07:00,,
4192,1005352,97401,,,,,,,,,,,10:00:00-08:00,17:00:00-08:00,11:00:00-08:00,17:00:00-08:00
4193,1009803,97401,,,,,,,,,,,09:00:00-08:00,15:00:00-08:00,,
4194,1006399,55949,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
4196,1012705,19446,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
4197,1003428,19050,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
4198,1002941,48906,,,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,
4199,1004736,48912,,,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,09:00:00-05:00,17:00:00-05:00,12:00:00-05:00,16:00:00-05:00
4200,1002980,14882,,,,,,,,,,,09:00:00-05:00,12:30:00-05:00,,
4202,1000307,82070,,,,,,,15:00:00-07:00,19:00:00-07:00,,,,,,
4204,1010954,10538,,,,,,,,,,,08:30:00-05:00,13:00:00-05:00,,
4205,1000133,80521,,,,,,,,,,,08:00:00-07:00,12:00:00-07:00,,
4208,1008371,33301,,,,,,,,,,,,,09:00:00-05:00,15:00:00-05:00
4210,1011953,89134,,,,,,,,,,,,,,
4211,1001399,89134,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,,,
4212,1001401,89131,,,,,,,,,,,10:00:00-08:00,14:00:00-08:00,,
4213,1001400,89135,,,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,
4216,1010899,96130,,,,,,,,,,,08:00:00-08:00,12:00:00-08:00,,
4219,1009057,49076,,,,,14:00:00-05:00,19:00:00-05:00,,,,,,,,
4223,1012367,59044,,,,,16:00:00-07:00,18:30:00-07:00,,,,,,,,
4227,1002301,30553,,,,,07:00:00-05:00,11:00:00-05:00,,,,,07:00:00-05:00,11:00:00-05:00,,
4229,1001023,90260,,,,,14:00:00-08:00,19:00:00-08:00,,,,,,,,
4233,1005181,35650,,,06:00:00-06:00,13:00:00-06:00,,,13:00:00-06:00,19:00:00-06:00,,,06:00:00-06:00,13:00:00-06:00,,
4234,1004122,49064,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
4238,1012750,66044,,,,,,,,,,,07:00:00-06:00,11:00:00-06:00,,
4239,1012751,66044,,,16:00:00-06:00,18:00:00-06:00,,,,,,,,,,
4241,1012108,23868,,,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,
4242,1012125,15201,,,,,,,,,,,13:00:00-05:00,16:00:00-05:00,,
4243,1010221,30046,,,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00
4245,1010513,73507,,,,,07:30:00-06:00,13:00:00-06:00,,,,,07:30:00-06:00,13:00:00-06:00,,
4246,1003899,95454,14:30:00-08:00,17:00:00-08:00,,,,,,,,,,,,
4249,1008866,14482,,,,,,,,,,,09:00:00-05:00,12:30:00-05:00,,
4251,1008912,10456,,,,,10:00:00-05:00,15:00:00-05:00,,,,,,,,
4253,1000780,66048,,,,,15:00:00-06:00,18:00:00-06:00,,,,,07:00:00-06:00,12:00:00-06:00,,
4254,1008786,97355,,,,,,,14:00:00-08:00,18:00:00-08:00,,,,,,
4261,1008751,40033,,,,,09:00:00-05:00,14:00:00-05:00,,,,,09:00:00-05:00,14:00:00-05:00,,
4262,1000702,12125,,,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00
4264,1010760,52753,,,,,,,,,,,15:00:00-06:00,18:00:00-06:00,,
4268,1006722,35094,,,,,,,,,15:00:00-06:00,18:00:00-06:00,,,,
4269,1012618,20175,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
4270,1006711,34748,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
4271,1002658,19533,,,,,08:00:00-05:00,19:00:00-05:00,,,,,,,,
4274,1002768,49654,,,,,,,09:00:00-05:00,13:00:00-05:00,,,,,,
4276,1012637,83467,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
4277,1004919,16851,,,,,14:00:00-05:00,18:00:00-05:00,,,,,,,,
4279,1005345,61032,,,,,,,,,,,08:00:00-06:00,11:00:00-06:00,,
4280,1002471,31709,,,07:00:00-05:00,13:00:00-05:00,,,07:00:00-05:00,13:00:00-05:00,,,07:00:00-05:00,13:00:00-05:00,,
4282,1008937,28645,,,,,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,16:00:00-05:00,,
4284,1002884,13032,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
4288,1003937,45211,,,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,
4291,1012612,98531,,,,,,,,,10:00:00-08:00,15:30:00-08:00,,,,
4292,1008726,41179,,,,,,,,,,,,,,
4293,1004651,13367,,,,,,,11:00:00-05:00,15:00:00-05:00,,,,,,
4294,1004270,24901,,,,,,,,,,,08:30:00-05:00,13:00:00-05:00,,
4296,1011527,83501,,,,,,,,,,,17:00:00-08:00,20:00:00-08:00,,
4299,1012553,59457,,,,,,,,,,,08:00:00-07:00,15:00:00-07:00,,
4300,1008320,24450,,,,,08:00:00-05:00,12:30:00-05:00,,,,,,,,
4303,1008273,12452,,,,,,,,,,,10:00:00-05:00,12:00:00-05:00,,
4304,1009767,55014,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,,,
4307,1012287,59923,,,,,,,12:00:00-07:00,17:00:00-07:00,,,,,,
4308,1007418,67901,,,,,,,,,,,07:00:00-06:00,11:00:00-06:00,,
4310,1007326,33127,,,,,,,,,,,,,,
4311,1002972,59522,,,,,,,17:00:00-07:00,19:00:00-07:00,,,,,,
4312,1002971,59522,,,,,,,17:00:00-07:00,19:00:00-07:00,,,,,,
4314,1002458,99019,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,
4315,1010967,19124,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,
4316,1008610,64068,,,,,07:00:00-06:00,12:00:00-06:00,,,,,,,,
4317,1006841,34669,,,,,,,,,,,11:00:00-05:00,17:00:00-05:00,,
4318,1012318,15658,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
4319,1003895,30047,,,,,,,,,16:00:00-05:00,20:00:00-05:00,,,,
4322,1000525,52155,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
4323,1008397,97367,,,,,,,,,,,,,09:00:00-08:00,15:00:00-08:00
4326,1005411,40484,,,08:00:00-05:00,13:00:00-05:00,,,,,,,,,,
4327,1010995,28092,,,,,,,07:00:00-05:00,12:00:00-05:00,,,,,,
4328,1010993,28037,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
4329,1010992,28092,,,07:00:00-05:00,12:00:00-05:00,,,,,,,07:00:00-05:00,12:00:00-05:00,,
4330,1004848,89008,,,,,,,16:00:00-08:00,17:30:00-08:00,,,,,,
4331,1004847,89043,,,,,,,,,,,10:00:00-08:00,11:30:00-08:00,,
4333,1003378,68508,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
4334,1011300,90031,,,,,15:00:00-08:00,19:00:00-08:00,,,,,,,,
4336,1000096,10451,,,08:00:00-05:00,15:00:00-05:00,,,,,08:00:00-05:00,15:00:00-05:00,,,,
4338,1011062,55806,,,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,
4339,1000905,48146,,,,,,,,,,,,,11:00:00-05:00,16:00:00-05:00
4341,1003553,33139,,,,,,,,,,,,,09:00:00-05:00,18:30:00-05:00
4343,1011688,65101,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
4347,1010162,92111,,,,,,,14:00:00-08:00,19:00:00-08:00,,,,,,
4351,1006829,35203,,,,,08:00:00-06:00,13:00:00-06:00,,,,,,,,
4355,1009791,96753,,,,,,,,,,,08:30:00-10:00,11:00:00-10:00,,
4357,1006322,58054,15:30:00-06:00,18:00:00-06:00,,,,,15:30:00-06:00,18:00:00-06:00,,,,,,
4359,1012680,60532,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
4360,1011220,55355,,,,,,,14:00:00-06:00,17:30:00-06:00,,,,,,
4363,1005912,17543,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
4364,1008432,75068,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
4371,1012027,29566,,,,,13:00:00-05:00,18:00:00-05:00,,,,,,,,
4372,1012540,72201,,,,,,,,,,,07:00:00-06:00,15:00:00-06:00,,
4375,1004172,95062,,,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00
4377,1006558,94550,,,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,
4378,1006559,94550,,,,,,,,,,,,,10:00:00-08:00,14:00:00-08:00
4382,1005691,39110,,,,,,,16:00:00-06:00,20:00:00-06:00,,,,,,
4383,1012641,59047,,,,,16:30:00-07:00,19:30:00-07:00,,,,,,,,
4385,1010248,48150,,,,,,,,,,,08:00:00-05:00,14:00:00-05:00,,
4386,1000119,97232,,,10:00:00-08:00,14:00:00-08:00,,,,,,,,,,
4388,1008843,36865,,,,,,,,,15:00:00-06:00,18:00:00-06:00,,,,
4390,1008951,56470,,,,,09:00:00-06:00,15:00:00-06:00,,,,,09:00:00-06:00,14:00:00-06:00,,
4394,1011012,44805,11:00:00-05:00,18:00:00-05:00,11:00:00-05:00,18:00:00-05:00,11:00:00-05:00,18:00:00-05:00,11:00:00-05:00,18:00:00-05:00,11:00:00-05:00,18:00:00-05:00,11:00:00-05:00,18:00:00-05:00,11:00:00-05:00,18:00:00-05:00
4400,1005985,60441,16:00:00-06:00,20:00:00-06:00,,,,,,,,,,,,
4401,1009967,44614,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
4405,1001313,53555,,,,,,,,,14:00:00-06:00,18:00:00-06:00,,,,
4406,1000631,42276,,,12:00:00-06:00,16:00:00-06:00,,,,,,,08:00:00-06:00,12:00:00-06:00,,
4407,1000614,43311,,,,,,,,,,,08:30:00-05:00,12:00:00-05:00,,
4408,1010423,60647,,,,,,,,,,,,,10:00:00-06:00,15:00:00-06:00
4409,1001148,46947,,,,,15:00:00-05:00,18:00:00-05:00,,,,,08:00:00-05:00,13:00:00-05:00,,
4410,1011151,53048,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
4413,1012408,40741,,,16:00:00-05:00,20:00:00-05:00,,,16:00:00-05:00,20:00:00-05:00,,,08:00:00-05:00,12:00:00-05:00,,
4414,1008179,78738,,,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00
4416,1010146,90802,,,,,,,,,10:00:00-08:00,15:00:00-08:00,,,,
4417,1008965,39560,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
4418,1003702,90803,,,,,,,,,,,,,09:00:00-08:00,14:00:00-08:00
4419,1003706,90807,,,,,,,15:00:00-08:00,18:30:00-08:00,,,,,,
4425,1010168,19904,,,,,11:30:00-05:00,16:30:00-05:00,,,,,,,,
4426,1008439,97470,,,,,,,,,15:00:00-08:00,18:00:00-08:00,,,,
4427,1011089,37412,04:00:00-05:00,19:00:00-05:00,,,,,,,,,,,,
4428,1011088,30750,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
4429,1012605,22079,,,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00
4431,1002742,94022,,,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,
4432,1000824,93635,,,,,,,,,,,,,07:30:00-08:00,11:00:00-08:00
4434,1012110,95030,,,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00
4437,1005431,87107,,,,,,,,,,,07:00:00-07:00,12:00:00-07:00,,
4440,1012289,63353,,,,,15:00:00-06:00,18:00:00-06:00,,,,,,,,
4441,1003202,40245,,,,,14:30:00-05:00,17:30:00-05:00,,,,,09:00:00-05:00,13:00:00-05:00,,
4442,1005911,80027,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
4446,1011137,80538,,,11:00:00-07:00,15:00:00-07:00,,,,,,,,,,
4447,1000462,45140,,,15:00:00-05:00,19:00:00-05:00,,,,,,,,,,
4449,1005450,82431,,,,,,,,,16:30:00-07:00,18:00:00-07:00,,,,
4451,1012226,49331,,,,,,,12:00:00-05:00,17:30:00-05:00,,,,,,
4452,1011068,46356,,,,,,,,,,,09:00:00-06:00,14:00:00-06:00,,
4453,1006822,28098,,,,,,,16:00:00-05:00,20:00:00-05:00,,,,,,
4456,1008909,10002,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,
4460,1011233,97885,,,,,,,,,12:00:00-08:00,18:00:00-08:00,11:00:00-08:00,16:00:00-08:00,11:00:00-08:00,16:00:00-08:00
4461,1010625,98944,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,,,
4464,1001672,80230,,,16:00:00-07:00,20:00:00-07:00,,,,,,,,,,
4465,1008202,13367,,,,,,,,,,,08:30:00-05:00,14:00:00-05:00,,
4466,1004599,54446,,,14:00:00-06:00,18:00:00-06:00,,,,,,,08:00:00-06:00,12:00:00-06:00,,
4467,1011773,60626,15:00:00-06:00,19:00:00-06:00,,,,,,,,,,,,
4468,1011800,50311,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
4472,1004752,49431,,,,,,,,,15:00:00-05:00,20:00:00-05:00,,,,
4483,1002383,24504,,,07:00:00-05:00,14:00:00-05:00,07:00:00-05:00,14:00:00-05:00,07:00:00-05:00,14:00:00-05:00,07:00:00-05:00,14:00:00-05:00,07:00:00-05:00,14:00:00-05:00,,
4485,1001141,98264,,,,,,,12:00:00-08:00,17:00:00-08:00,,,,,,
4487,1008811,40222,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,
4489,1001651,32444,,,11:00:00-06:00,19:00:00-06:00,,,,,,,,,,
4493,1001335,13368,,,12:00:00-05:00,18:00:00-05:00,,,,,,,,,,
4496,1012815,49858,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
4497,1011538,30126,,,,,,,08:30:00-05:00,12:30:00-05:00,,,,,,
4500,1012442,95823,,,,,,,,,08:30:00-08:00,13:30:00-08:00,,,,
4502,1007338,61455,,,,,,,07:00:00-06:00,13:00:00-06:00,,,07:00:00-06:00,13:00:00-06:00,,
4504,1003327,36083,,,,,08:30:00-06:00,14:00:00-06:00,,,,,08:30:00-06:00,14:00:00-06:00,,
4506,1000628,18062,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
4509,1005570,81054,,,,,,,,,,,07:00:00-07:00,14:00:00-07:00,,
4510,1006188,45243,,,,,,,16:00:00-05:00,18:00:00-05:00,,,,,,
4511,1006187,45243,,,,,,,15:30:00-05:00,19:00:00-05:00,,,,,,
4512,1006381,56062,,,,,16:00:00-06:00,18:00:00-06:00,,,,,,,,
4513,1011672,93638,,,,,,,16:00:00-08:00,18:00:00-08:00,,,,,,
4514,1006501,35758,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
4515,1001855,28754,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
4516,1000481,50273,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
4517,1002419,35804,,,,,07:30:00-06:00,16:00:00-06:00,07:30:00-06:00,16:00:00-06:00,07:30:00-06:00,16:00:00-06:00,06:00:00-06:00,15:00:00-06:00,07:00:00-06:00,15:00:00-06:00
4519,1001120,22727,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
4520,1011745,63645,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
4521,1000117,59729,,,,,,,,,,,09:00:00-07:00,12:00:00-07:00,,
4522,1002705,47250,,,06:00:00-05:00,13:00:00-05:00,,,06:00:00-05:00,13:00:00-05:00,,,06:00:00-05:00,13:00:00-05:00,,
4523,1012249,56256,,,08:30:00-06:00,12:00:00-06:00,,,,,,,,,,
4527,1012046,97741,,,,,,,,,,,09:00:00-08:00,16:00:00-08:00,,
4528,1011334,98122,,,,,,,,,15:00:00-08:00,19:00:00-08:00,,,,
4529,1011658,57262,,,,,,,,,15:00:00-06:00,18:00:00-06:00,,,,
4532,1004168,98199,,,,,,,,,,,10:00:00-08:00,14:00:00-08:00,,
4537,1001166,55115,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
4539,1006539,78205,,,10:00:00-06:00,13:00:00-06:00,,,,,,,,,,
4540,1008874,68310,,,,,,,04:00:00-06:00,18:30:00-06:00,,,,,,
4541,1002777,49913,,,,,,,,,17:00:00-05:00,20:00:00-05:00,21:00:00-05:00,16:00:00-05:00,,
4542,1002778,49913,,,,,,,,,,,04:00:00-05:00,21:00:00-05:00,,
4543,1008858,39056,,,17:00:00-06:00,19:00:00-06:00,,,,,,,,,,
4546,1009983,38024,,,05:00:00-06:00,13:00:00-06:00,,,,,,,05:00:00-06:00,13:00:00-06:00,,
4549,1011624,20878,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
4550,1004406,67104,,,21:00:00-06:00,23:00:00-06:00,,,,,,,09:00:00-06:00,11:00:00-06:00,,
4551,1005103,20878,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00,,
4552,1001102,37408,,,,,16:00:00-05:00,18:00:00-05:00,,,,,,,,
4553,1001106,38663,,,,,,,,,,,07:00:00-06:00,11:00:00-06:00,,
4554,1006837,95667,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,,,
4556,1011119,66720,,,16:30:00-06:00,18:00:00-06:00,,,,,,,,,,
4557,1004199,60420,,,,,,,,,,,08:00:00-06:00,11:00:00-06:00,,
4558,1006903,70546,,,,,,,,,,,07:00:00-06:00,10:00:00-06:00,,
4560,1002207,61231,,,,,,,16:00:00-06:00,18:00:00-06:00,,,,,,
4561,1006434,62450,,,,,,,,,,,07:30:00-06:00,11:30:00-06:00,,
4564,1005459,93230,,,,,,,17:30:00-08:00,21:00:00-08:00,,,,,,
4567,1001258,60172,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
4570,1001819,54449,,,09:00:00-06:00,13:00:00-06:00,,,,,,,,,,
4575,1005791,37130,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
4577,1006625,57701,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
4578,1008513,30458,,,,,,,,,,,09:00:00-05:00,12:30:00-05:00,,
4579,1012791,44281,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
4581,1005140,30188,,,,,,,,,,,08:30:00-05:00,12:00:00-05:00,,
4583,1000030,60048,,,,,,,07:00:00-06:00,13:00:00-06:00,,,,,,
4584,1007237,35010,,,,,,,,,,,07:00:00-06:00,23:30:00-06:00,,
4588,1009779,96707,,,,,,,15:00:00-10:00,18:30:00-10:00,,,,,,
4589,1009780,96792,,,,,,,,,,,08:00:00-10:00,12:00:00-10:00,,
4590,1005256,96822,08:30:00-10:00,09:30:00-10:00,,,,,,,,,,,,
4591,1012216,96778,,,,,,,,,,,,,08:00:00-10:00,14:00:00-10:00
4593,1004567,11233,,,,,,,,,,,08:00:00-05:00,15:00:00-05:00,,
4596,1005657,12953,,,,,12:00:00-05:00,16:30:00-05:00,,,,,,,,
4597,1001534,12020,,,15:00:00-05:00,18:00:00-05:00,,,,,,,,,,
4599,1006146,10543,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
4604,1008221,23103,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
4605,1012225,49659,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,
4610,1010154,37355,,,,,,,,,,,,,,
4615,1008350,53589,,,,,,,,,,,,,10:00:00-06:00,16:00:00-06:00
4617,1005022,90266,,,11:00:00-08:00,16:00:00-08:00,,,,,,,,,,
4618,1003980,59741,,,,,16:00:00-07:00,19:00:00-07:00,,,,,,,,
4619,1010023,49660,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
4620,1005952,49854,,,,,16:00:00-05:00,18:00:00-05:00,,,,,,,,
4621,1012348,80829,,,,,,,15:00:00-07:00,19:00:00-07:00,,,,,,
4622,1012135,54220,,,,,,,,,,,08:00:00-06:00,14:00:00-06:00,,
4623,1003136,56001,,,15:30:00-06:00,18:00:00-06:00,,,15:30:00-06:00,18:00:00-06:00,,,08:00:00-06:00,12:00:00-06:00,,
4626,1005257,96826,06:30:00-10:00,07:30:00-10:00,,,,,,,,,,,,
4628,1011486,72944,,,,,,,,,,,07:00:00-06:00,11:00:00-06:00,,
4629,1004368,16933,,,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,
4630,1010328,76063,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
4631,1012682,50563,,,16:00:00-06:00,18:00:00-06:00,,,,,,,,,,
4632,1010286,98831,,,,,08:30:00-08:00,11:30:00-08:00,,,,,08:30:00-08:00,11:30:00-08:00,,
4633,1000334,95337,,,16:30:00-08:00,19:30:00-08:00,,,,,,,,,,
4634,1010120,60950,,,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,
4636,1005218,97130,,,,,,,,,17:00:00-08:00,20:00:00-08:00,,,,
4638,1005661,98038,,,,,,,,,,,09:00:00-08:00,14:00:00-08:00,,
4640,1006458,52060,,,16:00:00-06:00,18:30:00-06:00,,,,,,,,,,
4641,1001878,90066,,,,,,,,,,,,,09:00:00-08:00,14:00:00-08:00
4642,1008288,85653,,,03:00:00-07:00,18:00:00-07:00,,,,,,,,,,
4643,1008913,10034,,,,,,,14:00:00-05:00,18:00:00-05:00,,,,,,
4644,1011123,37920,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,
4646,1010711,64658,,,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,
4647,1001511,34145,,,,,07:30:00-05:00,13:30:00-05:00,,,,,,,,
4650,1010360,46222,,,,,,,17:00:00-05:00,20:00:00-05:00,,,,,,
4651,1012838,85601,,,,,,,,,,,09:00:00-07:00,12:00:00-07:00,,
4652,1012781,32446,,,07:00:00-06:00,12:00:00-06:00,,,07:00:00-06:00,12:00:00-06:00,,,07:00:00-06:00,12:00:00-06:00,,
4654,1005856,17547,,,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00
4655,1003238,30060,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,12:00:00-05:00,15:00:00-05:00
4658,1004876,93933,,,,,,,,,,,,,10:00:00-08:00,14:00:00-08:00
4660,1012241,48039,,,,,,,08:00:00-05:00,13:00:00-05:00,,,,,,
4662,1005906,94903,,,,,,,,,,,09:00:00-08:00,14:00:00-08:00,,
4663,1005932,24354,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
4665,1008856,35570,,,15:00:00-06:00,18:00:00-06:00,,,15:00:00-06:00,18:00:00-06:00,,,07:00:00-06:00,11:00:00-06:00,,
4666,1002235,52302,,,,,15:00:00-06:00,18:00:00-06:00,,,,,08:00:00-06:00,11:30:00-06:00,,
4668,1001259,43302,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
4669,1008040,46953,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
4670,1009002,62959,,,,,08:00:00-06:00,12:00:00-06:00,,,,,,,,
4671,1003927,95338,,,,,17:00:00-08:00,18:30:00-08:00,,,,,,,,
4672,1005368,46350,09:00:00-06:00,18:00:00-06:00,09:00:00-06:00,18:00:00-06:00,09:00:00-06:00,18:00:00-06:00,09:00:00-06:00,18:00:00-06:00,09:00:00-06:00,18:00:00-06:00,09:00:00-06:00,18:00:00-06:00,10:00:00-06:00,17:00:00-06:00
4673,1004210,17401,,,06:00:00-05:00,15:00:00-05:00,,,,,06:00:00-05:00,15:00:00-05:00,06:00:00-05:00,15:00:00-05:00,,
4677,1005075,44308,,,,,,,,,11:00:00-05:00,13:30:00-05:00,,,,
4678,1011772,19118,,,,,,,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,08:00:00-05:00,17:00:00-05:00,,
4679,1005816,99352,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,,,
4680,1012031,29577,,,,,,,,,,,10:00:00-05:00,15:00:00-05:00,,
4683,1001304,21740,,,,,,,10:00:00-05:00,14:00:00-05:00,,,,,,
4686,1010991,54901,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,,,
4688,1000188,56377,15:00:00-06:00,18:30:00-06:00,,,,,,,,,,,,
4689,1000603,50501,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
4691,1011972,54303,,,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,
4696,1005150,81435,,,,,11:00:00-07:00,17:00:00-07:00,,,,,,,,
4697,1008160,45011,,,,,,,,,11:00:00-05:00,13:00:00-05:00,,,,
4699,1000508,30295,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
4700,1011983,47042,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
4702,1005968,73401,,,,,07:30:00-06:00,12:00:00-06:00,,,,,07:30:00-06:00,12:00:00-06:00,,
4703,1012189,12835,,,,,,,09:30:00-05:00,13:00:00-05:00,,,,,,
4704,1003068,27320,,,07:00:00-05:00,13:00:00-05:00,,,07:00:00-05:00,13:00:00-05:00,,,07:00:00-05:00,13:00:00-05:00,,
4705,1008834,75460,08:00:00-06:00,18:00:00-06:00,08:00:00-06:00,18:00:00-06:00,08:00:00-06:00,18:00:00-06:00,08:00:00-06:00,18:00:00-06:00,08:00:00-06:00,18:00:00-06:00,08:00:00-06:00,12:00:00-06:00,,
4708,1008339,97477,,,,,,,,,15:00:00-08:00,19:00:00-08:00,,,,
4710,1000939,46056,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
4711,1011053,11701,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,
4712,1002192,71351,,,,,,,,,,,08:00:00-06:00,11:00:00-06:00,,
4713,1001431,29512,,,13:00:00-05:00,19:00:00-05:00,,,13:00:00-05:00,19:00:00-05:00,,,07:00:00-05:00,13:00:00-05:00,,
4718,1010866,49068,,,,,09:00:00-05:00,14:00:00-05:00,,,,,,,,
4719,1012222,49068,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
4721,1012279,56258,,,,,,,,,,,07:30:00-06:00,12:00:00-06:00,,
4722,1005121,65340,,,,,,,,,,,07:30:00-06:00,12:30:00-06:00,,
4723,1004007,26041,,,,,,,,,,,08:00:00-05:00,11:00:00-05:00,,
4724,1012539,54401,,,,,,,10:00:00-06:00,16:00:00-06:00,,,,,,
4726,1012229,65706,,,,,,,,,15:00:00-06:00,19:00:00-06:00,,,,
4727,1001898,83639,,,,,,,,,,,,,11:00:00-07:00,15:00:00-07:00
4729,1008618,64147,,,,,,,,,,,,,,
4735,1012047,22207,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
4737,1011206,98270,,,,,,,,,,,09:00:00-08:00,14:00:00-08:00,,
4738,1001175,66508,,,,,,,,,,,08:00:00-06:00,11:00:00-06:00,,
4739,1011139,37801,,,,,15:30:00-05:00,18:00:00-05:00,,,,,,,,
4742,1001281,48854,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
4743,1006178,25550,,,,,,,08:00:00-05:00,12:10:00-05:00,,,,,,
4744,1006179,25550,,,,,08:00:00-05:00,12:10:00-05:00,,,,,,,,
4750,1000816,23109,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
4752,1012575,28105,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
4753,1003199,46619,08:30:00-05:00,18:00:00-05:00,08:30:00-05:00,18:00:00-05:00,08:30:00-05:00,18:00:00-05:00,08:30:00-05:00,18:00:00-05:00,08:30:00-05:00,18:00:00-05:00,08:30:00-05:00,18:00:00-05:00,12:00:00-05:00,16:00:00-05:00
