,FMID,zip,mon_start,mon_end,tue_start,tue_end,wed_start,wed_end,thu_start,thu_end,fri_start,fri_end,sat_start,sat_end,sun_start,sun_end
6995,1011017,60473,,,,,,,,,,,10:00:00-06:00,15:00:00-06:00,,
6996,1002614,84095,,,,,,,,,,,08:00:00-07:00,14:00:00-07:00,,
6997,1008693,68847,,,16:30:00-06:00,19:00:00-06:00,,,,,,,,,,
6999,1004071,96150,,,08:00:00-08:00,13:00:00-08:00,,,,,,,,,,
7000,1010885,48910,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,
7001,1010863,48178,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
7004,1008437,68335,,,,,17:00:00-06:00,19:00:00-06:00,,,,,,,,
7005,1003655,38106,,,,,,,09:00:00-06:00,15:00:00-06:00,,,,,,
7006,1005849,46786,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
7007,1010445,53172,,,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,
7009,1009071,78597,,,,,,,,,,,,,11:00:00-06:00,13:00:00-06:00
7010,1001461,91030,,,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,
7011,1002313,80210,,,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00
7012,1001174,99202,,,,,,,15:00:00-08:00,19:00:00-08:00,,,,,,
7013,1001173,99202,,,,,,,15:00:00-08:00,18:00:00-08:00,,,,,,
7014,1012327,40215,,,,,,,,,,,,,11:00:00-05:00,15:00:00-05:00
7016,1010101,80467,,,,,,,,,,,,,10:00:00-07:00,14:00:00-07:00
7017,1011377,94080,,,,,,,,,,,10:00:00-08:00,14:00:00-08:00,,
7019,1000009,53207,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
7021,1002484,46807,,,,,,,,,,,07:00:00-05:00,13:00:00-05:00,,
7022,1000202,68776,,,,,,,,,,,,,09:00:00-06:00,14:00:00-06:00
7023,1011226,64504,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
7024,1011996,22664,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
7027,1010387,98409,,,,,,,,,,,,,11:00:00-08:00,15:00:00-08:00
7034,1008706,65401,,,,,,,,,,,07:00:00-06:00,13:00:00-06:00,,
7037,1005441,14620,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
7038,1011341,98266,,,,,,,,,,,,,11:00:00-08:00,14:00:00-08:00
7039,1012144,98260,,,,,,,,,,,,,11:00:00-08:00,14:00:00-08:00
7047,1002063,14760,,,,,,,,,14:00:00-05:00,19:00:00-05:00,,,,
7048,1001748,27517,,,,,,,15:30:00-05:00,18:30:00-05:00,,,,,,
7052,1011320,46227,,,10:00:00-05:00,14:00:00-05:00,,,15:00:00-05:00,18:30:00-05:00,,,,,,
7054,1000968,28461,,,,,08:00:00-05:00,13:00:00-05:00,,,,,,,,
7055,1011321,46227,,,,,16:00:00-05:00,19:00:00-05:00,,,16:00:00-05:00,19:00:00-05:00,,,,
7056,1006157,63552,,,,,08:00:00-06:00,15:00:00-06:00,,,08:00:00-06:00,15:00:00-06:00,08:00:00-06:00,15:00:00-06:00,,
7059,1010997,33155,,,,,,,,,,,09:00:00-05:00,15:00:00-05:00,,
7060,1012661,20024,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00,,
7062,1010806,40272,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
7064,1004687,80120,,,,,,,,,,,08:00:00-07:00,14:00:00-07:00,,
7065,1008707,65804,,,,,03:00:00-06:00,19:00:00-06:00,,,,,,,,
7066,1005560,24343,08:00:00-05:00,17:00:00-05:00,08:00:00-05:00,17:00:00-05:00,08:00:00-05:00,17:00:00-05:00,08:00:00-05:00,17:00:00-05:00,08:00:00-05:00,17:00:00-05:00,08:00:00-05:00,17:00:00-05:00,08:00:00-05:00,17:00:00-05:00
7068,1008538,48228,,,15:00:00-05:00,19:00:00-05:00,,,,,,,,,,
7069,1011744,12866,,,,,,,,,,,,,10:00:00-05:00,15:00:00-05:00
7072,1010109,54656,,,,,15:00:00-06:00,18:00:00-06:00,,,,,08:00:00-06:00,13:00:00-06:00,,
7074,1009935,54656,,,,,,,,,,,,,,
7075,1008940,57783,,,,,,,,,,,09:00:00-07:00,12:00:00-07:00,,
7076,1009055,49503,11:00:00-05:00,13:00:00-05:00,,,,,,,,,,,,
7077,1002532,12164,,,,,,,14:00:00-05:00,17:00:00-05:00,,,,,,
7078,1004054,99503,,,,,,,,,,,09:00:00-09:00,14:00:00-09:00,,
7079,1001355,97405,,,,,,,,,,,10:00:00-08:00,14:00:00-08:00,,
7080,1001134,25276,,,,,,,,,09:00:00-05:00,13:00:00-05:00,09:00:00-05:00,13:00:00-05:00,,
7081,1012677,51301,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
7083,1012368,45887,,,,,,,16:30:00-05:00,19:30:00-05:00,,,,,,
7085,1008127,99201,,,,,08:00:00-08:00,13:00:00-08:00,,,,,08:00:00-08:00,13:00:00-08:00,,
7086,1003605,54801,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
7088,1000225,22408,,,,,14:00:00-05:00,18:00:00-05:00,,,,,,,,
7089,1000226,22407,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
7090,1002551,30542,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
7094,1004012,66083,,,,,,,,,,,,,07:30:00-06:00,12:00:00-06:00
7095,1010751,49456,,,,,,,09:00:00-05:00,14:00:00-05:00,,,,,,
7097,1008463,72529,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
7098,1007692,10977,,,,,08:30:00-05:00,15:00:00-05:00,,,,,,,,
7099,1012316,72764,,,07:00:00-06:00,13:00:00-06:00,,,07:00:00-06:00,13:00:00-06:00,,,07:00:00-06:00,13:00:00-06:00,,
7102,1011925,45502,,,,,,,,,,,09:00:00-05:00,12:30:00-05:00,,
7105,1011770,48350,,,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00
7111,1004318,52336,,,16:00:00-06:00,18:00:00-06:00,,,,,,,,,,
7112,1010595,49016,,,,,,,08:00:00-05:00,18:00:00-05:00,11:00:00-05:00,14:00:00-05:00,,,,
7113,1005135,50216,,,,,,,,,16:30:00-06:00,18:30:00-06:00,,,,
7114,1003588,38606,,,,,14:30:00-06:00,17:30:00-06:00,,,,,,,,
7115,1010031,37343,,,,,,,,,,,09:30:00-05:00,12:30:00-05:00,,
7116,1011254,94574,,,,,,,,,07:30:00-08:00,12:00:00-08:00,,,,
7118,1003987,40220,,,,,,,15:00:00-05:00,18:30:00-05:00,,,,,,
7122,1007295,32080,,,,,08:00:00-05:00,12:30:00-05:00,,,,,,,,
7123,1000165,70032,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
7124,1007264,60174,,,,,,,,,07:00:00-06:00,13:00:00-06:00,,,,
7125,1009016,55972,,,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,
7127,1012266,48655,,,14:00:00-05:00,19:00:00-05:00,,,,,,,,,,
7128,1008709,63301,,,,,,,,,,,06:00:00-06:00,12:00:00-06:00,,
7129,1011259,35125,,,,,14:00:00-06:00,17:30:00-06:00,,,,,,,,
7130,1004486,63077,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
7133,1010929,54024,,,,,,,,,,,10:00:00-06:00,13:00:00-06:00,,
7136,1003077,70775,,,,,,,09:00:00-06:00,13:00:00-06:00,,,,,,
7137,1000093,10301,,,,,,,,,,,08:00:00-05:00,14:00:00-05:00,,
7138,1008710,65559,,,,,,,,,07:00:00-06:00,12:00:00-06:00,07:00:00-06:00,12:00:00-06:00,,
7140,1012752,34108,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,,,
7141,1003194,10701,,,,,,,09:00:00-05:00,17:00:00-05:00,,,,,,
7142,1001357,97203,,,,,,,,,,,09:00:00-08:00,14:00:00-08:00,,
7144,1012351,56374,,,,,,,,,15:00:00-06:00,18:30:00-06:00,,,,
7147,1008735,63116,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
7148,1011896,48880,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,
7150,1002928,18015,,,,,,,15:00:00-05:00,19:00:00-05:00,,,12:00:00-05:00,16:00:00-05:00,,
7152,1011219,14609,,,,,,,,,,,09:30:00-05:00,12:30:00-05:00,,
7153,1000076,10003,,,08:00:00-05:00,19:00:00-05:00,,,,,,,,,,
7154,1004893,47750,,,,,,,08:30:00-06:00,13:00:00-06:00,,,,,,
7157,1006798,21663,,,,,,,,,,,08:30:00-05:00,11:30:00-05:00,,
7158,1000123,55411,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,,,
7159,1007335,43072,,,,,,,,,14:30:00-05:00,18:00:00-05:00,,,,
7160,1007809,55101,,,,,,,,,,,06:00:00-06:00,13:00:00-06:00,08:00:00-06:00,13:00:00-06:00
7161,1004429,68508,,,16:30:00-06:00,19:30:00-06:00,,,,,,,,,,
7164,1012278,33701,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
7165,1011940,46360,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
7166,1011217,14611,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,
7178,1005803,28001,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
7182,1011758,44705,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,
7183,1000155,39759,,,16:00:00-06:00,18:00:00-06:00,,,,,,,07:30:00-06:00,10:30:00-06:00,,
7184,1001522,21201,,,,,10:00:00-05:00,14:00:00-05:00,,,,,,,,
7185,1000361,50247,,,,,,,,,17:00:00-06:00,19:00:00-06:00,,,,
7187,1010555,27603,,,,,,,,,,,08:00:00-05:00,15:00:00-05:00,,
7189,1010401,46204,,,,,,,10:30:00-05:00,13:30:00-05:00,,,,,,
7190,1000082,10004,,,08:00:00-05:00,19:00:00-05:00,,,,,08:00:00-05:00,19:00:00-05:00,,,,
7191,1000094,10314,,,,,,,,,,,08:00:00-05:00,15:00:00-05:00,,
7195,1004682,24401,,,,,07:00:00-05:00,12:00:00-05:00,,,,,07:00:00-05:00,12:00:00-05:00,,
7196,1002368,97383,16:00:00-08:00,18:00:00-08:00,,,,,,,,,,,,
7200,1012145,98388,,,,,15:00:00-08:00,19:00:00-08:00,,,,,,,,
7203,1010480,46703,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
7205,1002656,54481,07:00:00-06:00,20:00:00-06:00,07:00:00-06:00,16:00:00-06:00,07:00:00-06:00,16:00:00-06:00,07:00:00-06:00,16:00:00-06:00,07:00:00-06:00,16:00:00-06:00,07:00:00-06:00,16:00:00-06:00,,
7207,1011975,98648,,,,,,,,,,,10:00:00-08:00,13:00:00-08:00,,
7208,1001749,55082,,,,,,,,,,,07:30:00-06:00,12:00:00-06:00,,
7209,1006353,74075,,,,,08:00:00-06:00,13:00:00-06:00,,,,,08:00:00-06:00,13:00:00-06:00,,
7210,1006352,74074,,,,,08:00:00-06:00,13:00:00-06:00,,,,,08:00:00-06:00,13:00:00-06:00,,
7211,1008850,74075,,,,,,,,,,,10:00:00-06:00,13:00:00-06:00,,
7213,1000722,95201,,,,,08:00:00-08:00,14:00:00-08:00,,,,,,,,
7214,1001728,61085,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
7215,1001729,61085,,,15:00:00-06:00,18:00:00-06:00,,,,,,,,,,
7218,1009788,72560,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
7224,1012424,30083,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,,,
7225,1006600,95207,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,
7227,1010057,37130,,,,,17:00:00-06:00,18:30:00-06:00,,,,,,,,
7228,1012534,94132,,,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00
7231,1010309,10980,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
7237,1011240,44224,,,,,,,,,,,09:00:00-05:00,12:30:00-05:00,,
7239,1005541,17579,,,16:00:00-05:00,19:00:00-05:00,,,,,,,08:00:00-05:00,13:00:00-05:00,,
7240,1001221,54484,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,,,
7243,1012473,61364,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
7248,1001052,24171,,,15:00:00-05:00,18:00:00-05:00,,,,,07:00:00-05:00,12:00:00-05:00,,,,
7253,1003436,54235,,,,,,,,,,,08:30:00-06:00,12:00:00-06:00,,
7254,1006064,57785,,,,,,,,,,,08:00:00-07:00,12:00:00-07:00,,
7255,1000077,10009,,,,,,,,,,,,,09:30:00-05:00,16:00:00-05:00
7256,1005724,10901,,,,,,,,,,,08:30:00-05:00,13:00:00-05:00,,
7258,1012116,23434,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
7260,1000186,84106,,,,,,,,,16:00:00-07:00,20:00:00-07:00,,,,
7261,1005029,10918,,,,,,,,,,,10:00:00-05:00,15:00:00-05:00,,
7264,1000699,45459,,,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,
7265,1004864,20746,15:00:00-05:00,19:00:00-05:00,15:00:00-05:00,19:00:00-05:00,15:00:00-05:00,19:00:00-05:00,15:00:00-05:00,19:00:00-05:00,15:00:00-05:00,19:00:00-05:00,,,,
7266,1008736,63080,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
7267,1007812,70664,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
7268,1008313,23061,,,,,16:30:00-05:00,19:00:00-05:00,,,,,,,,
7272,1008257,29483,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
7274,1011279,12175,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
7275,1011885,44311,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,,,
7278,1012659,85351,,,,,,,09:00:00-07:00,13:00:00-07:00,,,,,,
7280,1009742,85375,,,,,,,,,,,09:00:00-07:00,12:00:00-07:00,,
7281,1011691,53590,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
7282,1001218,53590,,,,,,,,,,,07:00:00-06:00,12:00:00-06:00,,
7283,1009739,85249,10:00:00-07:00,12:00:00-07:00,,,,,,,,,,,,
7288,1010978,23060,,,,,,,,,,,,,11:00:00-05:00,15:00:00-05:00
7289,1012530,94903,,,,,,,,,,,,,08:00:00-08:00,13:00:00-08:00
7294,1007271,88063,,,,,,,,,,,07:30:00-07:00,12:00:00-07:00,,
7295,1000087,11104,,,,,,,,,,,08:00:00-05:00,15:00:00-05:00,,
7296,1011971,84123,,,,,,,,,,,12:00:00-07:00,16:00:00-07:00,,
7297,1007351,94088,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,
7299,1011506,65079,09:00:00-06:00,17:00:00-06:00,,,,,,,,,,,09:00:00-06:00,16:00:00-06:00
7300,1010528,95610,,,,,,,,,,,08:00:00-08:00,13:00:00-08:00,,
7301,1002647,95670,,,,,,,,,,,08:00:00-08:00,12:00:00-08:00,,
7302,1003549,33143,,,,,,,,,,,09:00:00-05:00,19:00:00-05:00,,
7303,1000105,11220,,,,,,,,,,,08:00:00-05:00,15:00:00-05:00,,
7304,1010112,32311,23:00:00-05:00,14:30:00-05:00,,,,,,,,,,,,
7305,1003821,32940,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
7306,1005429,54880,,,,,11:00:00-06:00,14:00:00-06:00,,,,,,,,
7307,1005785,49953,18:00:00-05:00,18:00:00-05:00,18:00:00-05:00,18:00:00-05:00,15:30:00-05:00,17:30:00-05:00,18:00:00-05:00,18:00:00-05:00,18:00:00-05:00,18:00:00-05:00,,,,
7308,1012487,98370,,,,,15:00:00-08:00,19:00:00-08:00,,,,,,,,
7309,1009707,29575,,,10:00:00-05:00,15:00:00-05:00,,,,,,,,,,
7310,1008173,33991,,,02:00:00-05:00,19:00:00-05:00,,,,,,,,,,
7311,1009756,96104,,,,,,,,,,,09:00:00-08:00,12:00:00-08:00,,
7314,1011287,54942,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,,,
7319,1008445,97479,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,,,
7320,1002133,95616,,,,,,,10:00:00-08:00,13:00:00-08:00,,,,,,
7323,1002765,49682,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
7324,1007379,30024,,,16:00:00-05:00,19:00:00-05:00,,,,,,,08:00:00-05:00,12:00:00-05:00,,
7327,1011592,28713,,,17:00:00-05:00,20:00:00-05:00,,,,,09:00:00-05:00,13:00:00-05:00,,,,
7331,1010747,43558,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
7333,1010222,70119,,,,,,,,,,,,,10:00:00-06:00,16:00:00-06:00
7334,1011728,19081,,,,,,,,,,,09:30:00-05:00,13:30:00-05:00,,
7337,1011955,30075,,,,,,,14:00:00-05:00,18:00:00-05:00,,,,,,
7338,1010943,97386,,,14:00:00-08:00,18:00:00-08:00,,,,,,,,,,
7340,1008363,49444,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
7341,1002422,33774,,,,,,,,,,,,,12:00:00-05:00,16:00:00-05:00
7342,1009087,47020,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
7346,1000379,21703,,,,,,,,,08:00:00-05:00,18:00:00-05:00,08:00:00-05:00,17:00:00-05:00,12:00:00-05:00,17:00:00-05:00
7347,1004278,35150,,,,,,,,,07:30:00-06:00,13:00:00-06:00,,,,
7349,1010761,46567,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
7354,1000372,98406,,,15:00:00-08:00,19:00:00-08:00,,,,,,,,,,
7355,1000374,98402,,,,,,,10:30:00-08:00,16:00:00-08:00,,,,,,
7356,1005554,74464,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
7359,1005195,20912,,,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00
7360,1006864,97540,,,,,,,,,17:30:00-08:00,20:30:00-08:00,,,,
7361,1005628,74571,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
7365,1005599,36078,,,,,,,,,14:00:00-06:00,17:30:00-06:00,,,,
7366,1010488,44278,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
7371,1004890,99709,,,,,11:00:00-09:00,16:00:00-09:00,,,,,09:00:00-09:00,16:00:00-09:00,11:00:00-09:00,16:00:00-09:00
7373,1011210,11729,,,,,,,,,,,10:00:00-05:00,15:00:00-05:00,,
7374,1011013,27012,,,,,,,,,,,08:30:00-05:00,12:00:00-05:00,,
7377,1004441,22560,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
7378,1001101,10452,,,,,,,,,,,08:00:00-05:00,16:00:00-05:00,,
7380,1001080,27886,,,07:00:00-05:00,10:00:00-05:00,,,,,07:00:00-05:00,10:00:00-05:00,08:00:00-05:00,11:00:00-05:00,,
7381,1011898,15084,,,,,09:00:00-05:00,13:00:00-05:00,,,,,,,,
7384,1007693,10591,,,,,,,,,,,08:30:00-05:00,13:00:00-05:00,,
7385,1011997,10591,,,,,,,,,,,08:30:00-05:00,14:00:00-05:00,,
7387,1003459,26292,,,,,,,,,16:00:00-05:00,18:00:00-05:00,,,,
7388,1003458,26287,,,,,09:00:00-05:00,12:00:00-05:00,,,,,,,,
7389,1006280,38668,08:00:00-06:00,18:00:00-06:00,08:00:00-06:00,18:00:00-06:00,08:00:00-06:00,18:00:00-06:00,08:00:00-06:00,18:00:00-06:00,08:00:00-06:00,18:00:00-06:00,08:00:00-06:00,18:00:00-06:00,,
7395,1003671,25508,09:00:00-05:00,17:00:00-05:00,09:00:00-05:00,17:00:00-05:00,09:00:00-05:00,17:00:00-05:00,09:00:00-05:00,17:00:00-05:00,09:00:00-05:00,17:00:00-05:00,09:00:00-05:00,17:00:00-05:00,,
7396,1000383,25428,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,17:00:00-05:00,10:00:00-05:00,16:00:00-05:00
7397,1011873,29687,,,,,,,16:00:00-05:00,20:00:00-05:00,,,,,,
7398,1006708,40071,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
7399,1006709,40071,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,
7400,1001642,62568,,,,,,,,,,,09:00:00-06:00,12:30:00-06:00,,
7401,1001765,24651,,,15:00:00-05:00,19:00:00-05:00,,,,,,,08:00:00-05:00,12:00:00-05:00,,
7403,1011738,29602,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
7405,1002735,70560,,,14:30:00-06:00,18:00:00-06:00,,,,,,,07:00:00-06:00,11:00:00-06:00,,
7406,1010236,49286,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
7410,1003982,81435,,,,,,,,,10:30:00-07:00,16:00:00-07:00,,,,
7411,1007354,94618,,,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00
7412,1010347,85281,,,,,,,,,,,,,08:00:00-07:00,12:00:00-07:00
7414,1008720,91780,,,,,,,,,,,,,08:00:00-08:00,13:00:00-08:00
7417,1011404,98589,,,,,,,,,,,10:00:00-08:00,15:00:00-08:00,,
7421,1001625,83422,,,,,,,,,09:00:00-07:00,13:30:00-07:00,,,,
7423,1000016,75501,,,07:00:00-06:00,13:00:00-06:00,,,07:00:00-06:00,13:00:00-06:00,,,07:00:00-06:00,13:00:00-06:00,,
7424,1000710,78613,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
7425,1012084,78722,,,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00
7426,1000274,49009,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
7427,1010472,28723,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,,,
7428,1012690,62656,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
7430,1012276,48742,,,,,,,,,,,09:00:00-05:00,12:30:00-05:00,,
7432,1012657,85007,,,,,,,10:30:00-07:00,13:30:00-07:00,,,,,,
7433,1000574,93534,,,,,,,16:00:00-08:00,21:00:00-08:00,,,,,,
7434,1010358,83701,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
7436,1005799,14212,,,,,,,,,08:00:00-05:00,17:00:00-05:00,08:00:00-05:00,17:00:00-05:00,,
7437,1002602,48118,,,,,14:00:00-05:00,18:00:00-05:00,,,,,,,,
7438,1000480,29201,,,,,,,12:00:00-05:00,14:00:00-05:00,,,,,,
7439,1010255,23229,,,,,,,,,,,,,11:00:00-05:00,15:00:00-05:00
7440,1010850,72601,,,06:00:00-06:00,12:00:00-06:00,,,16:00:00-06:00,19:00:00-06:00,,,06:00:00-06:00,12:00:00-06:00,,
7441,1004439,27514,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
7443,1011014,49837,15:00:00-05:00,18:00:00-05:00,,,,,,,,,,,,
7444,1006537,37040,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
7446,1003140,44110,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
7448,1000229,46765,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
7449,1010404,27403,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
7451,1008041,30040,,,,,,,,,,,09:30:00-05:00,12:00:00-05:00,,
7452,1003818,97058,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,
7453,1008326,28036,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
7454,1010828,72031,,,09:00:00-06:00,16:00:00-06:00,09:00:00-06:00,16:00:00-06:00,09:00:00-06:00,17:00:00-06:00,09:00:00-06:00,16:00:00-06:00,09:00:00-06:00,15:00:00-06:00,,
7457,1008073,44902,,,,,,,,,10:00:00-05:00,13:00:00-05:00,,,,
7458,1003881,28677,,,,,,,15:30:00-05:00,18:00:00-05:00,,,,,,
7459,1009848,28677,,,,,,,04:00:00-05:00,18:30:00-05:00,,,,,,
7460,1010232,89406,,,17:00:00-08:00,20:00:00-08:00,,,,,,,,,,
7461,1011799,45373,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
7464,1000328,23226,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
7468,1003644,77565,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
7469,1010536,37614,,,,,,,10:00:00-05:00,14:00:00-05:00,,,,,,
7473,1010258,20742,,,,,11:00:00-05:00,15:00:00-05:00,,,,,,,,
7474,1011169,32666,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
7476,1011397,29928,,,10:00:00-05:00,14:00:00-05:00,,,,,,,,,,
7477,1003392,92618,,,,,,,,,,,,,10:00:00-08:00,14:00:00-08:00
7481,1011028,65473,,,,,,,,,16:30:00-06:00,19:30:00-06:00,,,,
7482,1000826,19930,,,,,08:00:00-05:00,12:00:00-05:00,,,,,,,,
7485,1002090,79064,09:00:00-06:00,18:00:00-06:00,09:00:00-06:00,18:00:00-06:00,09:00:00-06:00,18:00:00-06:00,09:00:00-06:00,18:00:00-06:00,09:00:00-06:00,18:00:00-06:00,09:00:00-06:00,12:00:00-06:00,,
7486,1006158,31024,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
7488,1000336,71350,15:00:00-06:00,18:00:00-06:00,15:00:00-06:00,18:00:00-06:00,15:00:00-06:00,18:00:00-06:00,15:00:00-06:00,18:00:00-06:00,15:00:00-06:00,18:00:00-06:00,,,,
7491,1003529,45365,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
7492,1011244,89107,,,,,,,09:30:00-08:00,13:30:00-08:00,,,,,,
7493,1012652,31061,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
7497,1003842,32926,,,,,,,,,10:00:00-05:00,17:00:00-05:00,10:00:00-05:00,17:00:00-05:00,,
7498,1002310,35801,,,,,,,16:00:00-06:00,20:00:00-06:00,,,,,,
7500,1001776,36744,,,,,,,,,07:00:00-06:00,13:00:00-06:00,,,,
7501,1010827,38901,,,,,,,,,,,07:00:00-06:00,11:00:00-06:00,,
7504,1007289,10453,,,,,,,09:00:00-05:00,15:00:00-05:00,,,,,,
7507,1003684,91739,,,,,,,,,10:00:00-08:00,14:00:00-08:00,,,,
7509,1003788,36854,,,,,,,,,15:00:00-06:00,18:00:00-06:00,,,,
7510,1000937,75070,,,,,,,15:00:00-06:00,18:00:00-06:00,,,,,,
7511,1012357,33785,,,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00
7512,1009685,52240,,,15:00:00-06:00,18:00:00-06:00,,,,,,,,,,
7514,1005085,46350,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
7517,1008427,40507,,,,,,,,,,,07:00:00-05:00,15:00:00-05:00,,
7518,1003379,40503,,,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00
7519,1008433,40508,,,07:00:00-05:00,16:00:00-05:00,,,07:00:00-05:00,16:00:00-05:00,,,,,,
7521,1005416,68824,,,,,,,,,,,08:00:00-06:00,10:00:00-06:00,,
7523,1012633,53703,,,,,,,,,,,,,08:00:00-06:00,14:00:00-06:00
7529,1005683,32533,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
7532,1010745,45342,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
7533,1004753,10466,,,,,09:00:00-05:00,17:00:00-05:00,,,,,09:00:00-05:00,17:00:00-05:00,,
7534,1012541,35603,14:00:00-06:00,18:00:00-06:00,,,,,,,,,,,,
7535,1009647,32459,,,,,,,16:00:00-06:00,20:00:00-06:00,,,,,08:00:00-06:00,14:00:00-06:00
7536,1008419,29745,,,,,13:00:00-05:00,18:00:00-05:00,,,,,,,,
