FMID,start,end,zip
1006142,2014-07-12,2014-11-22,10451
1005059,2013-05-04,2013-07-27,77340
1003021,2013-06-01,2013-10-05,57350
1009629,2016-05-07,2016-10-01,48357
1012602,2016-01-16,2016-04-16,55350
1012218,2016-02-03,2016-11-30,78634
1006465,2014-05-18,2014-10-26,45208
1012621,2016-06-02,2016-09-29,51445
1006417,2016-04-30,2016-10-29,83402
1011367,2016-06-07,2016-10-04,44511
1004083,2014-01-01,2014-12-31,13357
1011818,2016-05-12,2016-10-13,62702
1011669,2015-05-24,2015-09-27,60629
1005080,2013-05-02,2013-10-31,48444
1002820,2014-04-01,2014-09-30,91932
1008247,2016-05-13,2016-10-14,24348
1008724,2013-04-27,2013-11-02,41051
1002236,2014-06-08,2014-10-26,60618
1002200,2014-06-21,2014-10-18,18969
1006302,2013-05-23,2013-08-22,38751
1006165,2016-11-12,2017-04-29,46202
1012437,2016-01-01,2016-12-31,90301
1011607,2015-01-01,2015-12-31,71302
1011034,2015-05-08,2015-10-30,29349
1011491,2015-01-01,2015-12-31,94122
1001486,2016-05-01,2016-09-25,49643
1003121,2015-01-08,2015-12-22,31093
1000072,2013-01-01,2013-12-31,10034
1004384,2015-06-01,2015-10-31,48846
1005562,2016-05-04,2016-10-29,52240
1011295,2015-06-27,2015-10-17,54559
1011311,2015-01-01,2015-12-31,63901
1010820,2015-05-28,2015-10-28,14617
1009740,2013-10-01,2014-05-06,85248
1011795,2016-01-01,2016-12-31,92603
1008090,2015-01-01,2015-12-31,92862
1012667,2016-06-05,2016-10-30,97212
1003905,2014-06-08,2014-10-12,46219
1010738,2014-11-28,2015-04-26,33037
1011751,2016-06-22,2016-09-28,48214
1003680,2015-05-02,2015-09-26,98027
1004854,2013-06-07,2013-09-30,38843
1001641,2014-05-03,2014-10-25,48847
1000873,2012-04-01,2012-12-31,14851
1008930,2014-01-01,2014-12-31,25168
1004380,2013-07-24,2013-09-18,56142
1008800,2015-06-19,2015-09-25,64109
1006376,2016-08-13,2016-09-24,82633
1001435,2013-05-07,2013-09-24,63755
1011767,2016-04-02,2016-10-29,28779
1011768,2016-11-01,2017-03-31,28779
1000085,2013-01-01,2013-12-31,11372
1010293,2014-07-03,2014-10-11,83001
1005415,2014-06-18,2014-09-17,83001
1009054,2013-05-01,2013-09-30,49866
1011299,2016-06-09,2016-09-29,53215
1000138,2013-05-06,2013-11-16,36265
1003382,2014-01-01,2014-12-31,32209
1003067,2016-05-06,2016-10-28,62650
1007684,2014-06-20,2014-11-21,11433
1009970,2014-05-03,2014-10-25,53545
1001901,2014-06-03,2014-09-30,50208
1008299,2014-03-29,2014-10-25,30143
1006880,2016-05-07,2016-11-12,75951
1010627,2015-01-01,2015-12-31,46260
1011951,2016-06-04,2016-09-24,30549
1008404,2016-06-09,2016-10-06,53549
1005495,2013-06-15,2013-10-12,44047
1008460,2014-05-22,2014-11-20,19107
1008729,2014-05-17,2014-09-27,40299
1004232,2013-06-01,2013-10-26,47130
1003398,2013-06-25,2013-09-24,62052
1009831,2014-03-08,2014-11-08,78332
1010572,2016-01-01,2016-12-31,85338
1010389,2014-01-01,2014-12-31,29455
1008307,2013-04-20,2013-12-14,37601
1005555,2016-05-07,2016-10-29,37683
1003032,2016-05-24,2016-10-04,50131
1005454,2014-05-20,2014-10-14,12095
1001425,2014-06-14,2014-09-13,43031
1005800,2012-06-01,2012-10-31,80534
1005801,2012-06-01,2012-10-31,80543
1008000,2015-05-28,2015-09-17,60431
1011709,2015-05-09,2016-09-24,30236
1003350,2016-05-07,2016-10-29,37659
1011705,2016-05-28,2016-08-27,28561
1010043,2014-04-02,2014-11-30,28117
1002907,2014-01-01,2014-12-31,92252
1003368,2013-07-05,2013-09-05,57717
1010155,2014-01-01,2014-12-31,29461
1004648,2015-06-05,2015-09-25,98033
1010383,2014-06-07,2014-08-30,39206
1005270,2015-01-01,2015-12-31,96734
1008502,2014-01-01,2014-12-31,96734
1008975,2014-01-02,2014-12-18,91367
1009005,2016-01-01,2016-12-31,92806
1008375,2015-03-02,2015-11-30,93720
1011444,2015-01-01,2015-12-31,95051
1011485,2015-04-01,2015-10-28,94063
1011502,2015-01-01,2015-12-31,94115
1003673,2014-01-01,2014-12-01,90710
1011466,2015-05-05,2015-10-13,94080
1002217,2014-01-01,2014-12-31,96814
1011880,2016-05-07,2016-11-19,49001
1005252,2015-01-01,2015-12-31,96819
1011859,2016-05-24,2016-10-11,49646
1008118,2015-01-01,2015-12-31,96822
1012470,2016-06-12,2016-10-09,44111
1012702,2016-01-01,2016-12-31,96743
1003928,2013-03-16,2013-10-12,84741
1012620,2016-06-13,2016-10-10,50447
1005253,2015-01-01,2015-12-31,96814
1010312,2014-04-26,2014-10-25,60901
1001038,2014-04-26,2014-05-17,60901
1011807,2016-04-02,2016-10-29,67205
1011808,2016-04-12,2016-09-27,67206
1011809,2016-05-07,2016-09-24,67037
1005254,2015-01-01,2015-12-31,96707
1005255,2015-01-01,2015-12-31,96819
1002030,2015-05-02,2015-10-17,64114
1011994,2016-06-02,2016-10-27,66112
1011992,2016-06-07,2016-10-25,66102
1011993,2016-06-01,2016-10-26,66101
1005806,2014-05-24,2014-10-29,68847
1008689,2014-06-02,2014-10-27,68847
1012346,2016-01-01,2016-12-31,96740
1012414,2016-06-01,2016-09-28,37055
1001927,2014-06-15,2014-10-12,12944
1010219,2014-06-11,2014-08-27,12944
1004033,2014-01-01,2014-12-31,96743
1001198,2014-05-03,2014-10-25,76244
1012330,2016-05-01,2016-08-28,98626
1005665,2013-01-01,2013-12-31,77565
1010254,2014-06-21,2014-09-20,83101
1008334,2015-06-06,2015-10-31,46755
1002297,2014-05-06,2014-11-25,21209
1003288,2015-05-04,2015-09-28,30144
1012126,2016-05-14,2016-10-15,53140
1012128,2016-10-22,2017-05-06,53140
1012269,2016-06-03,2016-09-30,48380
1008923,2013-07-13,2013-11-23,11218
1001890,2015-01-01,2015-12-31,21666
1010867,2016-06-11,2016-10-08,49508
1005905,2014-06-01,2014-09-14,95452
1010632,2015-04-01,2015-10-24,52632
1006852,2014-04-05,2014-11-15,29020
1010113,2014-01-01,2014-12-31,32309
1010636,2016-04-20,2016-10-26,27021
1012698,2016-04-30,2016-10-29,22485
1011182,2015-05-21,2015-09-24,22314
1003171,2016-05-22,2016-10-30,55409
1012794,2017-03-04,2017-06-24,86401
1011090,2015-05-02,2015-10-10,98346
1003269,2013-01-05,2013-04-20,12402
1012817,2016-05-06,2016-10-28,22315
1001029,2013-07-06,2013-09-21,26537
1000666,2015-06-03,2015-09-23,98033
1008594,2013-05-04,2013-10-26,63501
1000560,2016-06-04,2016-10-15,97601
1002690,2014-07-01,2014-10-29,46534
1012465,2016-04-19,2016-11-14,37923
1012628,2016-05-28,2016-10-15,50138
1010874,2015-04-25,2015-10-10,46901
1011753,2016-01-01,2016-12-31,33928
1002140,2014-06-15,2014-10-12,54455
1016770,2016-10-02,2017-02-04,85051
1000520,2015-05-09,2015-09-26,83634
1009715,2014-01-01,2014-12-17,90034
1002405,2014-05-13,2014-10-14,55947
1003343,2016-07-12,2016-11-15,10460
1001700,2016-05-14,2016-10-22,97850
1011114,2015-05-07,2015-10-22,60525
1007426,2016-05-14,2016-10-29,40031
1005521,2014-01-01,2014-12-01,91941
1001948,2014-05-05,2014-10-27,23224
1008768,2013-04-16,2013-09-24,64037
1008770,2013-05-01,2013-08-28,64067
1008772,2013-05-30,2013-09-26,64076
1010416,2014-01-01,2014-12-31,70503
1010305,2014-01-01,2014-12-31,70394
1005601,2015-01-01,2015-12-31,92653
1003419,2015-01-01,2015-12-31,92677
1008295,2013-05-02,2013-12-05,29560
1004167,2016-06-09,2016-09-29,98125
1011271,2015-01-01,2015-12-31,32726
1004928,2013-01-01,2013-12-31,32055
1012202,2016-05-08,2016-10-16,98155
1002766,2015-06-21,2015-09-06,49653
1008131,2013-06-05,2013-09-25,44094
1012785,2016-06-14,2016-09-27,95602
1004182,2014-06-18,2014-10-22,48362
1003863,2015-05-16,2016-10-08,97034
1012206,2016-06-29,2016-10-19,12946
1010519,2014-01-01,2014-12-31,33853
1012097,2016-06-03,2016-10-07,36278
1006106,2014-06-07,2014-10-11,51360
1001229,2013-05-18,2013-11-02,56501
1010516,2016-10-05,2017-04-26,33908
1008508,2015-01-01,2015-12-31,93285
1002021,2014-01-01,2014-12-31,23228
1012340,2016-01-01,2016-12-31,90712
1002521,2013-06-06,2013-10-24,44107
1011107,2015-06-27,2015-09-26,80226
1009947,2014-06-28,2014-10-11,44107
1011193,2015-06-02,2015-08-25,14750
1006369,2013-06-24,2013-10-10,58458
1011991,2016-06-07,2016-10-25,61046
1012734,2016-01-01,2016-12-31,17603
1002513,2015-05-03,2015-10-25,14086
1000111,2013-07-16,2013-10-15,82520
1000112,2013-07-13,2013-10-12,82520
1005352,2015-11-21,2015-12-20,97401
1009803,2015-02-07,2015-05-02,97401
1006399,2014-05-03,2014-10-25,55949
1012705,2016-05-21,2016-11-05,19446
1003428,2014-05-24,2014-11-01,19050
1002941,2014-06-06,2014-10-31,48906
1000307,2014-06-19,2014-08-28,82070
1010954,2016-04-23,2016-12-17,10538
1000133,2014-05-17,2014-10-25,80521
1008371,2015-01-01,2015-12-31,33301
1011953,2016-01-01,2016-12-31,89134
1001399,2016-01-01,2016-12-21,89134
1001401,2016-01-01,2016-12-01,89131
1001400,2016-01-01,2017-12-01,89135
1010899,2016-06-04,2016-09-24,96130
1012344,2016-05-03,2016-09-27,35803
1009057,2014-06-01,2014-10-31,49076
1012367,2016-07-20,2016-09-28,59044
1002301,2014-01-01,2014-12-31,30553
1001023,2014-01-01,2014-11-26,90260
1004122,2016-07-09,2016-10-08,49064
1012750,2016-04-09,2016-08-27,66044
1012751,2016-05-03,2016-10-25,66044
1012108,2016-07-01,2016-09-30,23868
1012125,2016-06-04,2016-10-29,15201
1010221,2014-06-07,2014-09-06,30046
1010513,2014-04-19,2014-11-15,73507
1003899,2015-01-01,2015-12-31,95454
1008866,2014-06-21,2014-10-11,14482
1008912,2013-07-10,2013-11-20,10456
1000780,2016-05-07,2016-10-29,66048
1008786,2013-05-23,2013-10-24,97355
1008751,2014-05-10,2014-10-25,40033
1010760,2015-05-02,2015-10-31,52753
1012618,2016-05-07,2016-10-29,20175
1002768,2015-06-18,2015-09-03,49654
1012637,2016-06-04,2016-09-24,83467
1004919,2014-05-21,2014-10-22,16851
1005345,2015-05-16,2015-10-10,61032
1002471,2013-06-01,2013-08-31,31709
1008937,2014-01-01,2014-12-31,28645
1002884,2013-07-13,2013-10-19,13032
1003937,2016-01-01,2016-12-31,45211
1012612,2016-04-29,2016-09-30,98531
1008726,2013-07-02,2013-11-28,41179
1004651,2013-06-20,2013-09-26,13367
1004270,2012-04-01,2016-10-29,24901
1011527,2015-06-06,2015-09-26,83501
1012553,2016-06-18,2016-10-01,59457
1008320,2014-04-16,2014-11-26,24450
1008273,2014-05-24,2014-10-25,12452
1009767,2014-06-18,2014-10-01,55014
1012287,2016-05-11,2016-10-06,59923
1007418,2013-07-13,2013-09-21,67901
1010967,2015-06-01,2015-11-01,19124
1012318,2016-05-21,2016-10-01,15658
1003895,2016-06-03,2016-08-26,30047
1008397,2013-01-01,2013-12-31,97367
1005411,2014-06-17,2014-10-31,40484
1010995,2015-04-02,2015-11-21,28092
1010993,2015-04-04,2015-12-19,28037
1010992,2015-04-04,2015-12-19,28092
1004848,2016-04-07,2016-11-03,89008
1004847,2013-05-04,2013-09-28,89043
1003378,2014-05-03,2014-10-11,68508
1011300,2015-01-01,2015-12-31,90031
1000096,2013-06-28,2013-11-22,10451
1011062,2015-06-25,2015-10-22,55806
1000905,2013-05-05,2013-10-27,48146
1011688,2015-04-18,2015-10-03,65101
1010162,2016-01-01,2016-12-31,92111
1009791,2014-01-01,2014-12-31,96753
1012680,2016-06-11,2016-09-03,60532
1005912,2014-05-10,2014-10-11,17543
1008432,2014-05-10,2014-10-18,75068
1012027,2016-05-04,2016-10-26,29566
1012540,2016-05-07,2016-09-24,72201
1004172,2014-01-01,2014-12-31,95062
1005691,2013-05-16,2013-10-31,39110
1012641,2016-06-01,2016-09-21,59047
1010248,2016-06-18,2016-10-08,48150
1000119,2013-01-08,2013-12-17,97232
1008843,2015-05-15,2015-08-21,36865
1008951,2013-05-22,2013-10-30,56470
1011012,2015-01-01,2015-12-31,44805
1003514,2011-01-01,2011-12-31,44691
1009967,2014-07-10,2014-09-04,44614
1001313,2013-04-26,2013-10-25,53555
1000631,2011-05-01,2011-10-31,42276
1000614,2014-05-01,2014-10-04,43311
1001148,2014-06-01,2014-10-29,46947
1011151,2016-06-11,2016-10-08,53048
1012408,2016-05-07,2016-10-27,40741
1008179,2013-01-01,2013-12-31,78738
1010146,2014-01-01,2014-12-31,90802
1008965,2015-01-01,2015-12-31,39560
1003702,2014-01-01,2014-12-31,90803
1003706,2014-01-01,2014-12-31,90807
1010168,2014-06-18,2014-08-27,19904
1008439,2013-01-04,2013-12-27,97470
1011089,2015-04-18,2015-10-31,37412
1011088,2015-04-18,2015-10-31,30750
1002742,2016-05-01,2016-09-29,94022
1000824,2014-06-07,2014-09-27,93635
1012110,2016-01-01,2016-12-31,95030
1005431,2015-05-02,2015-08-29,87107
1010713,2014-01-01,2014-12-31,64137
1012289,2016-05-04,2016-10-26,63353
1005911,2014-05-31,2014-10-11,80027
1011137,2015-05-05,2015-10-27,80538
1000462,2016-05-03,2016-10-25,45140
1012226,2016-06-16,2016-09-15,49331
1008909,2013-07-11,2013-11-21,10002
1011233,2015-04-01,2015-10-15,97885
1010625,2016-05-25,2016-10-05,98944
1001672,2014-06-04,2014-09-30,80230
1011773,2016-06-06,2016-09-19,60626
1011800,2016-05-21,2016-10-08,50311
1004752,2015-05-02,2015-09-25,49431
1002383,2014-01-01,2014-12-31,24504
1001141,2013-06-20,2013-10-03,98264
1008811,2014-05-08,2014-12-18,40222
1001651,2014-04-01,2014-12-16,32444
1001335,2014-06-17,2014-10-07,13368
1012815,2016-10-01,2017-05-06,49858
1011538,2015-05-28,2015-08-27,30126
1012442,2016-05-20,2016-09-09,95823
1007338,2014-05-01,2014-10-18,61455
1003327,2013-06-01,2013-11-16,36083
1000628,2014-05-15,2014-10-30,18062
1006188,2013-11-07,2014-04-24,45243
1006187,2013-05-02,2013-10-31,45243
1006381,2014-05-28,2014-10-29,56062
1011672,2015-06-18,2015-08-13,93638
1006501,2015-04-11,2015-09-26,35758
1001855,2014-04-05,2014-12-27,28754
1000481,2016-05-14,2016-10-01,50273
1002419,2013-06-01,2013-08-31,35804
1011745,2015-05-01,2015-10-01,63645
1012249,2016-06-21,2016-10-11,56256
1011334,2015-05-15,2015-09-25,98122
1011658,2015-06-05,2015-09-25,57262
1004168,2016-06-04,2016-10-08,98199
1006539,2013-03-05,2013-12-17,78205
1008874,2013-06-06,2013-09-26,68310
1008858,2015-06-02,2015-08-25,39056
1009983,2016-06-18,2016-09-24,38024
1011624,2015-01-01,2015-12-31,20878
1001102,2016-04-01,2016-11-01,37408
1006837,2014-06-05,2014-09-25,95667
1005528,2014-05-15,2014-10-30,15301
1011119,2016-05-24,2016-09-27,66720
1004199,2014-05-17,2014-10-04,60420
1006903,2013-05-18,2013-11-30,70546
1002207,2014-06-12,2014-10-09,61231
1005459,2012-05-01,2014-09-26,93230
1001819,2013-06-18,2013-09-24,54449
1005791,2014-06-07,2014-10-25,37130
1008513,2013-04-06,2013-11-23,30458
1005140,2014-05-03,2014-10-25,30188
1000030,2014-06-19,2014-10-16,60048
1009779,2016-01-01,2016-12-31,96707
1009780,2016-01-01,2016-12-31,96792
1005256,2013-01-01,2013-12-31,96822
1012216,2016-01-01,2016-12-31,96778
1005657,2014-06-11,2014-10-15,12953
1001534,2014-06-03,2014-10-28,12020
1006146,2014-01-04,2014-05-03,10543
1008221,2015-05-02,2015-10-31,23103
1012225,2016-05-19,2016-10-27,49659
1010154,2016-01-01,2016-12-31,37355
1008350,2013-04-28,2013-09-22,53589
1003980,2016-06-22,2016-09-07,59741
1010023,2016-05-28,2016-10-08,49660
1005952,2016-05-18,2016-09-21,49854
1012348,2016-07-07,2016-10-06,80829
1012135,2016-05-07,2016-10-29,54220
1005257,2015-01-01,2015-12-31,96826
1011486,2015-06-06,2015-09-26,72944
1004368,2014-04-04,2014-11-21,16933
1010328,2014-05-24,2014-10-18,76063
1012682,2016-07-05,2016-09-27,50563
1010286,2016-06-19,2016-09-28,98831
1000334,2014-06-03,2014-08-26,95337
1010120,2014-06-05,2014-09-01,60950
1005218,2016-06-10,2016-09-16,97130
1005661,2013-06-22,2015-09-26,98038
1006458,2015-05-19,2015-10-20,52060
1001878,2013-01-01,2013-12-31,90066
1008288,2013-01-01,2013-12-31,85653
1008913,2013-07-11,2013-11-21,10034
1011123,2015-05-14,2015-09-24,37920
1010711,2014-05-01,2014-09-25,64658
1010360,2014-07-10,2014-09-25,46222
1012838,2016-01-01,2016-12-31,85601
1012781,2016-04-02,2016-08-31,32446
1005856,2013-06-02,2013-10-27,17547
1003238,2015-01-01,2015-12-31,30060
1004876,2016-01-01,2016-12-31,93933
1012241,2016-07-14,2016-09-29,48039
1005906,2014-01-01,2015-01-01,94903
1005932,2013-05-11,2013-10-26,24354
1008856,2014-06-07,2014-09-06,35570
1002235,2014-05-03,2014-09-27,52302
1008040,2014-05-03,2014-09-26,46953
1009002,2014-04-16,2014-09-03,62959
1003927,2015-05-27,2015-10-28,95338
1005075,2013-07-19,2013-09-27,44308
1011772,2016-01-01,2016-12-31,19118
1012031,2016-06-04,2016-09-24,29577
1001304,2013-06-06,2013-09-12,21740
1010991,2016-07-20,2016-09-28,54901
1000188,2014-05-12,2014-10-20,56377
1000603,2014-06-14,2014-09-27,50501
1011972,2016-06-23,2016-10-20,54303
1000616,2013-05-23,2013-07-24,36606
1005150,2013-06-19,2013-08-21,81435
1008160,2015-10-09,2016-03-25,45011
1000508,2014-04-05,2014-10-25,30295
1011983,2016-05-28,2016-09-17,47042
1012189,2016-06-30,2016-10-13,12835
1003068,2016-05-01,2016-10-29,27320
1008834,2014-05-03,2014-10-25,75460
1008339,2013-05-03,2013-10-25,97477
1000939,2014-06-07,2014-10-11,46056
1011053,2015-06-25,2015-09-24,11701
1010866,2016-11-02,2017-05-17,49068
1005121,2013-05-04,2013-10-05,65340
1012539,2016-06-16,2016-09-29,54401
1012229,2016-05-01,2016-10-28,65706
1008618,2013-05-04,2013-09-28,64147
1012047,2016-05-21,2016-11-19,22207
1011206,2016-06-04,2016-10-01,98270
1001281,2014-07-12,2014-10-04,48854
1000816,2012-04-01,2012-10-31,23109
1012575,2016-04-16,2016-11-27,28105
1003199,2015-01-01,2015-12-31,46619
1001506,2014-06-06,2014-09-26,61938
1009851,2016-01-01,2016-12-31,78504
1004378,2014-07-02,2014-09-03,58463
1006370,2014-05-01,2014-10-30,39648
1010969,2016-04-24,2016-11-20,11222
1010971,2017-01-08,2017-04-16,11222
1005549,2014-06-05,2014-10-30,95519
1009988,2014-05-02,2014-09-26,95121
1010639,2015-06-01,2015-08-06,42352
1011038,2015-05-30,2015-10-31,67460
1008713,2015-05-02,2015-10-31,40108
1001490,2014-05-13,2014-09-30,54451
1001491,2014-05-10,2014-10-25,54451
1000013,2015-05-14,2015-11-19,19063
1010314,2014-01-01,2014-12-31,28277
1011657,2015-06-04,2015-10-08,50163
1011791,2016-06-01,2016-09-28,48122
1011162,2015-04-04,2015-11-21,38103
1005128,2015-06-11,2015-10-29,54952
1008246,2013-06-04,2013-10-15,14506
1002905,2016-01-01,2016-12-31,94025
1002951,2014-10-04,2015-05-30,49858
1002950,2014-06-14,2014-10-04,49858
1008342,2013-07-07,2013-10-27,53051
1001578,2013-05-01,2013-11-27,53051
1012668,2016-05-21,2016-10-22,54751
1003903,2016-06-03,2016-09-30,44060
1011470,2016-06-02,2016-09-15,97031
1004417,2014-05-10,2014-10-30,40330
1004018,2014-06-08,2014-10-12,98040
1011306,2015-07-18,2015-10-10,16137
1010479,2014-01-01,2014-12-31,48864
1011837,2015-10-15,2016-06-15,85201
1010631,2016-05-01,2016-10-28,42129
1012094,2016-06-16,2016-10-13,80122
1008810,2014-04-05,2014-10-25,65265
1008562,2013-05-08,2014-05-07,33155
1000021,2015-05-01,2015-10-31,38655
1009992,2016-10-01,2017-05-31,33708
1012515,2016-06-03,2016-09-30,56737
1000946,2014-05-03,2014-10-25,20117
1012396,2016-05-05,2016-10-13,21769
1005138,2016-05-07,2016-10-29,48640
1012022,2016-04-02,2016-10-29,79701
1000204,2016-04-16,2016-11-05,27609
1012187,2016-05-07,2016-10-29,55407
1003835,2013-01-01,2013-12-31,93001
1011159,2015-05-02,2015-10-31,38358
1002856,2013-01-01,2013-12-31,80640
1004289,2015-05-07,2015-10-15,48381
1011258,2015-05-24,2015-09-27,18337
1012141,2016-05-07,2016-10-01,19963
1009658,2015-01-01,2015-12-31,96789
1012523,2016-05-07,2016-09-24,55401
1012007,2016-04-30,2016-10-15,72764
1000716,2014-04-01,2014-10-28,31061
1010485,2014-08-12,2014-11-25,30442
1011016,2016-05-01,2016-09-25,46403
1000792,2013-05-01,2013-09-25,17551
1001709,2014-01-01,2014-12-31,12546
1004657,2013-05-03,2013-10-26,38053
1011401,2015-05-20,2015-09-30,99212
1010420,2014-04-18,2014-10-03,19968
1001528,2014-11-01,2015-04-11,53215
1001158,2014-05-04,2014-10-26,97222
1008219,2013-06-07,2013-10-18,26726
1006416,2015-05-02,2015-10-31,23117
1002885,2014-05-03,2014-10-18,53565
1008195,2014-06-19,2014-10-09,44657
1012663,2016-06-01,2016-11-16,20019
1012417,2016-06-28,2016-09-27,55345
1010582,2014-05-23,2014-10-10,54548
1011732,2016-05-07,2016-09-24,66202
1009077,2014-05-01,2014-10-31,39202
1009748,2014-02-01,2014-12-31,39202
1012364,2016-05-07,2016-10-29,59801
1010714,2014-01-01,2014-12-31,65084
1003604,2015-07-09,2015-09-17,59442
1003461,2013-05-01,2013-10-30,28777
1008268,2014-05-08,2014-10-09,84532
1010788,2016-04-20,2016-11-16,27028
1002304,2014-04-05,2014-12-20,95354
1002307,2014-05-21,2014-10-08,13407
1001115,2016-06-15,2016-08-17,60954
1001104,2015-05-11,2015-10-19,66604
1011250,2015-05-02,2015-09-26,65708
1009871,2014-06-06,2014-10-31,15063
1012314,2016-05-04,2016-10-22,53566
1006547,2014-06-07,2014-10-31,48162
1008812,2013-06-01,2013-10-31,42167
1009081,2014-05-03,2014-10-25,37385
1010201,2014-01-01,2014-05-31,48162
1008128,2016-01-01,2016-12-31,24983
1011104,2015-05-02,2015-10-31,18360
1011267,2016-05-14,2016-10-08,30655
1006938,2014-05-27,2014-08-30,71201
1003889,2013-06-19,2013-10-30,10950
1012508,2016-05-15,2016-10-30,97292
1010452,2014-01-01,2014-12-31,91763
1012779,2016-07-15,2016-09-30,81144
1002537,2014-01-01,2014-12-31,93940
1004297,2013-06-03,2013-08-05,35115
1004492,2013-06-13,2013-10-31,56265
1008515,2013-05-01,2013-11-27,28801
1006263,2015-04-23,2015-11-05,27371
1012195,2016-05-07,2016-10-29,45242
1002538,2014-03-01,2014-12-06,32344
1011900,2016-05-03,2016-10-25,47960
1008852,2014-05-15,2014-10-16,55362
1004561,2015-06-18,2015-10-01,61856
1011901,2016-05-05,2016-10-06,14865
1006269,2014-05-03,2014-08-30,20774
1000008,2015-05-23,2015-11-01,81401
1010172,2014-05-03,2014-09-06,22520
1006304,2014-05-10,2014-10-18,80132
1003822,2013-04-24,2013-10-30,27601
1003159,2014-05-03,2014-10-25,55051
1011674,2015-07-01,2015-10-01,87712
1002743,2016-01-01,2016-12-31,94556
1001592,2016-06-09,2016-10-27,13118
1012482,2016-05-04,2016-10-19,97282
1000192,2013-05-17,2013-10-25,43756
1012017,2016-05-07,2016-09-24,46151
1012640,2016-04-23,2016-06-20,35601
1002744,2016-01-01,2016-12-31,94518
1002796,2014-01-01,2014-12-31,25443
1012560,2016-04-30,2016-10-29,28655
1002844,2013-11-16,2014-04-05,26505
1002845,2013-05-04,2013-11-02,26505
1010263,2014-06-21,2014-10-31,54475
1010972,2016-04-23,2016-12-17,10026
1009670,2014-07-15,2014-10-28,69358
1009033,2016-05-21,2016-09-24,61270
1009872,2016-05-01,2016-10-31,37813
1011000,2015-06-06,2015-10-17,60053
1010410,2015-05-03,2015-11-22,22031
1010346,2016-05-07,2016-10-29,83843
1001206,2014-05-27,2014-09-30,83843
1012078,2016-06-19,2016-09-25,97040
1005559,2014-05-13,2014-10-14,54455
1008622,2013-04-01,2013-11-23,64096
1005258,2015-01-01,2015-12-31,96817
1007236,2014-05-21,2014-09-10,21771
1010025,2016-04-19,2016-10-25,27030
1005499,2014-05-03,2014-10-25,61053
1004494,2016-05-07,2016-11-19,48043
1012274,2016-07-20,2016-09-21,48043
1004304,2016-05-14,2016-08-27,28120
1007276,2016-04-02,2016-12-17,20010
1000073,2013-06-26,2013-11-27,10029
1002673,2014-05-01,2014-10-09,52314
1010276,2014-03-01,2014-11-01,75457
1012161,2016-05-21,2016-10-15,98273
1004370,2013-03-02,2013-11-30,75457
1008623,2013-05-04,2013-10-26,65712
1000585,2015-06-06,2016-10-29,21550
1001006,2016-05-07,2016-10-29,65711
1011869,2016-01-01,2016-12-31,85033
1010758,2015-01-01,2015-12-31,95310
1002745,2016-01-01,2016-12-31,94041
1008624,2013-05-04,2013-09-28,65548
1011858,2016-06-16,2016-08-25,99508
1001844,2013-05-05,2013-07-14,88001
1010474,2015-05-02,2015-10-17,87036
1010822,2015-05-15,2015-09-15,99676
1008744,2013-06-13,2013-10-31,15904
1002818,2015-06-03,2015-10-28,15228
1008464,2016-06-01,2016-09-01,19119
1010072,2016-05-01,2016-10-31,37122
1008110,2014-06-28,2014-11-15,10027
1012461,2016-05-14,2016-10-08,52641
1009673,2016-06-25,2016-10-08,48858
1009052,2016-06-02,2016-10-27,48858
1000428,2014-06-08,2014-10-19,60056
1005092,2014-06-02,2014-10-13,96067
1003251,2014-06-10,2014-09-09,47620
1002533,2014-06-04,2014-09-24,98275
1008203,2015-05-20,2015-10-14,53149
1010316,2014-01-01,2014-12-31,31201
1012725,2015-06-27,2015-09-26,99504
1012761,2016-06-11,2016-10-29,47305
1004283,2013-06-14,2013-10-11,60060
1003760,2015-05-26,2015-10-06,49862
1009024,2014-05-04,2014-09-28,46321
1010048,2014-05-03,2014-10-25,62966
1002615,2014-08-01,2014-11-01,84107
1001319,2013-01-01,2013-12-31,92562
1003190,2016-05-07,2016-10-29,52761
1003189,2016-05-03,2016-10-25,52761
1005497,2014-05-11,2014-10-26,10536
1012224,2016-05-07,2016-12-01,49440
1010766,2015-01-01,2015-12-31,33880
1005540,2016-04-30,2016-10-29,83687
1011535,2016-05-03,2016-10-29,94559
1011979,2016-07-19,2016-09-27,43205
1004877,2016-05-18,2016-10-26,93906
1009953,2014-06-25,2014-10-08,44203
1006641,2015-06-20,2015-10-17,54956
1008453,2013-09-14,2013-12-14,92243
1012630,2016-07-16,2016-09-24,54456
1006327,2015-04-11,2015-11-21,22958
1012148,2016-05-21,2016-10-01,97149
1011093,2015-04-11,2015-11-21,95949
1011095,2015-05-07,2015-10-29,95946
1011094,2015-05-05,2015-10-27,95959
1010137,2014-05-03,2016-10-01,64772
1005489,2014-05-10,2014-10-25,47150
1005527,2016-06-23,2016-09-08,43054
1012235,2016-06-05,2016-10-16,48047
1006535,2014-05-03,2014-10-25,53151
1011296,2015-06-20,2015-09-12,45344
1004705,2013-07-13,2013-11-23,11590
1010860,2015-05-02,2015-10-31,17349
1000701,2014-05-10,2014-11-22,19311
1002787,2015-04-09,2015-11-19,37918
1012775,2016-06-29,2016-09-28,46774
1008638,2013-05-02,2013-09-26,63068
1000298,2014-06-21,2014-10-04,55428
